ID,Department,Number,Name,Description
425,ECE,5260,Microwave Engineering I,"Design and analysis of passive microwave circuits. Topics include transmission lines, electromagnetic field theory, waveguides, microwave network analysis and signal flow graphs, impedance matching and tuning, resonators, power dividers and directional couplers, and microwave filters. Prerequisite: ECE 2600 or instructor permission. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
426,ECE,5502,Special Topics in Electrical and Computer Engineering,"A first-level graduate/advanced undergraduate course covering a topic not normally covered in the course offerings. The topic usually reflects new developments in the electrical and computer engineering field. Offering is based on student and faculty interests. Prerequisite: Instructor permission. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
427,ECE,6265,Microwave Engineering Laboratory,"Explores measurement and behavior of high-frequency circuits and components. Equivalent circuit models for lumped elements. Measurement of standing waves, power, and frequency. Use of vector network analyzers and spectrum analyzers. Computer-aided design, fabrication, and characterization of microstrip circuits. Corequisite: ECE 5260 or instructor permission. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
428,ECE,2066,Science of Information,"An introduction to the fundamental scientific principles governing information science and engineering. Topics include: definition of information; entropy; information representation in analog and digital forms; information transmission; spectrum and bandwidth; information transformation including data compression, filtering, encryption, and error correction; information storage and display; and large-scale information systems. Technologies for implementing information functions. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
429,ECE,3501,Special Topics in Electrical and Computer Engineering,"A third-level undergraduate course covering a topic not normally covered in the course offerings. The topic usually reflects new developments in the electrical and computer engineering field. Offering is based on student and faculty interests. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
430,ECE,2501,Special Topics in Electrical and Computer Engineering,"Student-led special topic courses which vary by semester. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
431,ECE,3250,Electromagnetic Energy Conversion,"Analyzes the principles of electromechanical energy conversion; three-phase circuit analysis; magnetic circuits and nonlinearity; transformers; electromagnetic sensing devices; DC, synchronous, stepper, and induction machines; equivalent circuit models; power electronic control of machines, switching regulators, Class D amplification. Laboratory, computer, and design exercises complement coverage of fundamental principles. Prerequisite: ECE 2660 or ECE 2600, ECE 3209 or PHYS 2415 or ECE 2200 window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
432,ECE,4140,Fundamentals of Nanoelectronics,"This class discusses solid state devices that are used for renewable energy application. While we will provide a general overview of most new and interesting technologies via lectures, discussions, and research presentations, we will focus on the detailed technical aspects of few devices namely: solar cells, thermionic devices, thermoelectric devices, solar thermal (CSPs), and batteries. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
433,ECE,6140,Fundamentals of Nanoelectronics,"Today's electronic devices are reaching nanometer dimensions where fundamental quantum and atomistic processes dominate. Instead of the traditional 'top-down' classical viewpoint in ""Solid State Device"" courses, quantum transport principles are needed to understand `bottom-up' how current flows through individual atoms, molecules, nanotubes or spintronic devices. This course provides a convenient starting point. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
434,ECE,6332,VLSI Design,"Digital CMOS circuit design and analysis: combinational circuits, sequential circuits, and memory. Second order circuit issues. Global design issues: clocking and interconnect. Use of Cadence CAD tools. Semester long team research project investigating new areas in circuit design. Prerequisites: ECE 2630, ECE 2330. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
435,ECE,2630,ECE Fundamentals I,"Electrical circuits with linear applications of passive and active elements; Kirchhoff's voltage and current laws to derive circuit equations; solutions for first- and second-order transient and DC steady-state responses; AC steady-state analysis; frequency and time domain signal representations; Fourier series; phasor methods; complex impedance; transfer functions; Thevenin/Norton equivalent models; controlled sources. Prerequisite: APMA 1110. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
